timestamp,active_power,wind_speed,wind_direction,is_curtailed
2018-01-01 00:00:00,380.047790527343,5.31133604049682,259.994903564453,False
2018-01-01 00:10:00,453.76919555664,5.67216682434082,268.64111328125,False
2018-01-01 00:20:00,306.376586914062,5.21603679656982,272.564788818359,False
2018-01-01 00:30:00,419.645904541015,5.65967416763305,271.258087158203,False
2018-01-01 00:40:00,380.650695800781,5.57794094085693,265.674285888671,False
2018-01-01 00:50:00,402.391998291015,5.60405206680297,264.57861328125,False
2018-01-01 01:00:00,447.605712890625,5.79300785064697,266.163604736328,False
2018-01-01 01:10:00,387.2421875,5.30604982376098,257.949493408203,False
2018-01-01 01:20:00,463.651214599609,5.58462905883789,253.480697631835,False
2018-01-01 01:30:00,439.725708007812,5.52322816848754,258.72378540039,False
2018-01-01 01:40:00,498.181701660156,5.72411584854125,251.850997924804,False
2018-01-01 01:50:00,526.816223144531,5.93419885635375,265.504699707031,False
2018-01-01 02:00:00,710.587280273437,6.54741382598876,274.23291015625,False
2018-01-01 02:10:00,655.194274902343,6.19974613189697,266.733184814453,False
2018-01-01 02:20:00,754.762512207031,6.50538301467895,266.76040649414,False
2018-01-01 02:30:00,790.173278808593,6.63411617279052,270.493194580078,False
2018-01-01 02:40:00,742.985290527343,6.37891292572021,266.593292236328,False
2018-01-01 02:50:00,748.229614257812,6.4466528892517,265.571807861328,False
2018-01-01 03:00:00,736.647827148437,6.41508293151855,261.15869140625,False
2018-01-01 03:10:00,787.246215820312,6.43753099441528,257.56021118164,False
2018-01-01 03:20:00,722.864074707031,6.22002410888671,255.926498413085,False
2018-01-01 03:30:00,935.033386230468,6.89802598953247,250.012893676757,False
2018-01-01 03:40:00,1220.60900878906,7.60971117019653,255.985702514648,False
2018-01-01 03:50:00,1053.77197265625,7.28835582733154,255.444595336914,False
2018-01-01 04:00:00,1493.80798339843,7.94310188293457,256.407409667968,False
2018-01-01 04:10:00,1724.48803710937,8.37616157531738,252.41259765625,False
2018-01-01 04:20:00,1636.93505859375,8.23695755004882,247.979400634765,False
2018-01-01 04:30:00,1385.48803710937,7.87959098815917,238.609603881835,False
2018-01-01 04:40:00,1098.93200683593,7.10137605667114,245.095596313476,False
2018-01-01 04:50:00,1021.4580078125,6.95530700683593,245.410202026367,False
2018-01-01 05:00:00,1164.89294433593,7.09829807281494,235.227905273437,False
2018-01-01 05:10:00,1073.33203125,6.95363092422485,242.872695922851,False
2018-01-01 05:20:00,1165.30798339843,7.24957799911499,244.835693359375,False
2018-01-01 05:30:00,1177.98999023437,7.29469108581542,242.48159790039,False
2018-01-01 05:40:00,1170.53601074218,7.37636995315551,247.97720336914,False
2018-01-01 05:50:00,1145.53601074218,7.44855403900146,249.682998657226,False
2018-01-01 06:00:00,1114.02697753906,7.2392520904541,248.401000976562,False
2018-01-01 06:10:00,1153.18505859375,7.32921123504638,244.621704101562,False
2018-01-01 06:20:00,1125.3310546875,7.13970518112182,244.631805419921,False
